GAME_DATE,last_name,first_name,Injury_Status,Reason
2025-01-17,Wagner,Moritz,Out,Injury/Illness-LeftKnee;TornACL
2025-01-17,DiVincenzo,Donte,Out,Injury/Illness-LeftGreatToe;Sprain
2025-01-17,Miller,Leonard,Out,Injury/Illness-N/a;Illness
2025-01-17,ShannonJr.,Terrence,Out,Injury/Illness-RightMid-Foot;Sprain
2025-01-17,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2025-01-17,Towns,Karl-Anthony,Questionable,"Injury/Illness-RightThumb;
Sprained"
2025-01-17,Diabate,Moussa,Questionable,Injury/Illness-Illness;Illness
2025-01-17,Mann,Tre,Out,Injury/Illness-Disc;Irritation
2025-01-17,Miller,Brandon,Questionable,Injury/Illness-RightWrist;Sprain
2025-01-17,Williams,Grant,Out,Injury/Illness-RightACL;Tear
2025-01-17,Williams,Mark,Probable,Injury/Illness-LeftKnee;Soreness
2025-01-17,Craig,Torrey,Out,"Injury/Illness-RightLowerLeg;
Contusion;RightAnkleSprain"
2025-01-17,Dosunmu,Ayo,Probable,Injury/Illness-RightSoleus;Strain
2025-01-17,Giddey,Josh,Questionable,Injury/Illness-RightHip;Soreness
2025-01-17,Horton-Tucker,Talen,Questionable,Injury/Illness-LeftKnee;Sprain
2025-01-17,Sanogo,Adama,Out,"Injury/Illness-RightKnee;
Management"
2025-01-17,White,Coby,Probable,Injury/Illness-Cervical;Strain
2025-01-17,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2025-01-17,Gordon,Aaron,Questionable,"Injury/Illness-RightCalf;Injury
Management"
2025-01-17,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2025-01-17,Jokic,Nikola,Questionable,Injury/Illness-RightElbow;Sprain
2025-01-17,Murray,Jamal,Probable,"Injury/Illness-LeftKnee;
Inflammation"
2025-01-17,Adebayo,Bam,Available,Injury/Illness-LowerBack;Contusion
2025-01-17,Richardson,Josh,Out,"Injury/Illness-RightHeel;
Inflammation"
2025-01-17,Smith,Dru,Out,Injury/Illness-LeftAchilles;Surgery
2025-01-17,Ware,Kel'el,Available,Injury/Illness-RightFoot;Soreness
2025-01-17,Agbaji,Ochai,Questionable,Injury/Illness-RightHand;Laceration
2025-01-17,Quickley,Immanuel,Out,Injury/Illness-LeftHip;Strain
2025-01-17,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2025-01-17,JacksonJr.,Andre,Questionable,Injury/Illness-RightHip;Contusion
2025-01-17,Middleton,Khris,Probable,"Injury/Illness-BilateralAnkle;Injury
Management"
2025-01-17,TrentJr.,Gary,Probable,Injury/Illness-LeftHip;FlexorStrain
2025-01-17,Clarkson,Jordan,Out,Injury/Illness-LeftPlantar;Fasciitis
2025-01-17,Collins,John,Out,"Injury/Illness-LeftHip;Injury
Management"
2025-01-17,Hendricks,Taylor,Out,Injury/Illness-RightFibula;Fracture
2025-01-17,Juzang,Johnny,Out,Injury/Illness-RightHand;Fracture
2025-01-17,Kessler,Walker,Out,Rest
2025-01-17,Markkanen,Lauri,Out,Injury/Illness-LowBack;Spasms
2025-01-17,Potter,Micah,Out,Injury/Illness-N/A;Illness
2025-01-17,Sexton,Collin,Available,"Injury/Illness-LeftFourthFingerDip;
AvulsionFracture"
2025-01-17,Tshiebwe,Oscar,Available,"Injury/Illness-LeftLeftFourth
Finger;ExtensorTendonTear"
2025-01-17,Ingram,Brandon,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-17,Jones,Herbert,Out,Injury/Illness-RightShoulder;Strain
2025-01-17,Murray,Dejounte,Probable,Injury/Illness-RightElbow;Bursitis
2025-01-17,Doncic,Luka,Out,Injury/Illness-LeftCalf;Strain
2025-01-17,Exum,Dante,Out,Injury/Illness-RightWrist;Surgery
2025-01-17,Irving,Kyrie,Questionable,Injury/Illness-LumbarBack;Sprain
2025-01-17,LivelyII,Dereck,Out,Injury/Illness-RightAnkle;Sprain
2025-01-17,Morant,Ja,Questionable,Injury/Illness-RightFoot;Soreness
2025-01-17,Smart,Marcus,Out,"Injury/Illness-RightIndexFinger;
PartialExtensorHoodTear"
2025-01-17,Spencer,Cam,Out,"Injury/Illness-LeftThumb;Surgery
Recovery"
2025-01-17,WilliamsJr.,Vince,Out,Injury/Illness-RightAnkle;Sprain
2025-01-17,Sochan,Jeremy,Out,"Injury/Illness-BilateralLowerBack;
Spasms"
2025-01-17,Bogdanovic,Bojan,Out,"Injury/Illness-LeftFoot;Injury
Recovery"
2025-01-17,Johnson,Cameron,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-17,Lewis,Maxwell,Out,Injury/Illness-LeftTibia;Fracture
2025-01-17,Melton,De'Anthony,Out,Injury/Illness-LeftKnee;ACLTear
2025-01-17,Thomas,Cam,Out,Injury/Illness-LeftHamstring;Strain
2025-01-17,Watford,Trendon,Out,Injury/Illness-LeftHamstring;Strain
2025-01-17,Davis,Anthony,Probable,Injury/Illness-LeftPlantar;Fasciitis
2025-01-17,Hood-Schifino,Jalen,Out,Injury/Illness-LeftHamstring;Strain
2025-01-17,James,LeBron,Probable,"Injury/Illness-LeftFoot;Injury
Management"
2025-01-17,Vanderbilt,Jarred,Out,"Injury/Illness-RightFoot;Surgery
Recovery"
2025-01-17,Wood,Christian,Out,"Injury/Illness-LeftKnee;Surgery
Recovery"
2025-01-18,Beal,Bradley,Doubtful,Injury/Illness-LeftAnkle;Sprain
2025-01-18,Nurkic,Jusuf,Out,Injury/Illness-N/a;Illness
2025-01-18,Ivey,Jaden,Out,Injury/Illness-LeftFibula;Fracture
2025-01-18,Bufkin,Kobe,Out,"Injury/Illness-RightShoulder;
Surgery"
2025-01-18,Hunter,De'Andre,Probable,Injury/Illness-LeftFoot;Soreness
2025-01-18,Johnson,Jalen,Questionable,"Injury/Illness-RightShoulder;
Inflammation"
2025-01-18,NanceJr.,Larry,Out,Injury/Illness-RightHand;Surgery
2025-01-18,Risacher,Zaccharie,Out,"Injury/Illness-LeftAdductor;
Irritation"
2025-01-18,Young,Trae,Probable,Injury/Illness-RightRib;Contusion
2025-01-18,Drummond,Andre,Probable,Injury/Illness-LeftToe;Sprain
2025-01-18,Embiid,Joel,Out,"Injury/Illness-LeftKnee;Injury
Management"
2025-01-18,George,Paul,Questionable,Injury/Illness-LeftGroin;Tightness
2025-01-18,Lowry,Kyle,Out,Injury/Illness-RightHip;Sprain
2025-01-18,Martin,Caleb,Out,Injury/Illness-RightHip;Sprain
2025-01-18,Martin,KJ,Out,"Injury/Illness-LeftFoot;Stress
Reaction"
2025-01-18,McCain,Jared,Out,"Injury/Illness-LeftKnee;Meniscus
Surgery"
2025-01-18,Yabusele,Guerschon,Questionable,Injury/Illness-RightKnee;Swelling
2025-01-18,Jackson,Isaiah,Out,Injury/Illness-RightAchillesTendon;
2025-01-18,Wiseman,James,Out,"Injury/Illness-LeftAchillesTendon;
Tear"
2025-01-18,BagleyIII,Marvin,Out,Injury/Illness-RightKnee;Sprain
2025-01-18,Bey,Saddiq,Out,Injury/Illness-LeftKnee;ACLSurgery
2025-01-18,Brogdon,Malcolm,Out,"Injury/Illness-RightFoot;Plantar
FasciaContusion"
2025-01-18,Anderson,Kyle,Out,Injury/Illness-LeftGluteal;Bursitis
2025-01-18,Green,Draymond,Probable,Injury/Illness-N/A;Illness
2025-01-18,Kuminga,Jonathan,Out,Injury/Illness-RightAnkle;Sprain
2025-01-18,Podziemski,Brandin,Out,"Injury/Illness-RightAbdominal;
InjuryManagement"
2025-01-18,Mobley,Evan,Questionable,Injury/Illness-RightCalf;Soreness
2025-01-18,Okoro,Isaac,Questionable,"Injury/Illness-RightShoulder;AC
JointSprain"
2025-01-18,SmithJr.,Jabari,Out,"Injury/Illness-LeftMetacarpal;
Fracture"
2025-01-18,Avdija,Deni,Doubtful,Injury/Illness-RightAnkle;Sprain
2025-01-18,Clingan,Donovan,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-18,Grant,Jerami,Questionable,Injury/Illness-Face;Contusion
2025-01-18,Thybulle,Matisse,Out,Injury/Illness-RightAnkle;Sprain
2025-01-19,Sochan,Jeremy,Out,"Injury/Illness-BilateralLumbar
Spine;BoneBruise"
2025-01-19,Adebayo,Bam,Available,Injury/Illness-LowerBack;Contusion
2025-01-19,Richardson,Josh,Out,"Injury/Illness-RightHeel;
Inflammation"
2025-01-19,Smith,Dru,Out,Injury/Illness-LeftAchilles;Surgery
2025-01-19,Cancar,Vlatko,Out,"Injury/Illness-LeftKnee;Surgery
Rehabilitation"
2025-01-19,Gordon,Aaron,Probable,"Injury/Illness-RightCalf;Injury
Management"
2025-01-19,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2025-01-19,Jokic,Nikola,Probable,Injury/Illness-RightElbow;Sprain
2025-01-19,Bitadze,Goga,Out,ConcussionProtocol
2025-01-19,Harris,Gary,Out,Injury/Illness-LeftHamstring;Strain
2025-01-19,Howard,Jett,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-19,Suggs,Jalen,Out,Injury/Illness-Back;Lowbackstrain
2025-01-19,Wagner,Franz,Out,"ReturntoCompetition
Reconditioning"
2025-01-19,Wagner,Moritz,Out,Injury/Illness-LeftKnee;TornACL
2025-01-19,Bogdanovic,Bojan,Out,"Injury/Illness-LeftFoot;Injury
Recovery"
2025-01-19,Johnson,Cameron,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-19,Lewis,Maxwell,Out,Injury/Illness-LeftTibia;Fracture
2025-01-19,Melton,De'Anthony,Out,Injury/Illness-LeftKnee;ACLTear
2025-01-19,Thomas,Cam,Out,Injury/Illness-LeftHamstring;Strain
2025-01-19,Watford,Trendon,Out,Injury/Illness-LeftHamstring;Strain
2025-01-19,Gilgeous-Alexander,Shai,Questionable,Injury/Illness-RightWrist;Sprain
2025-01-19,Hartenstein,Isaiah,Out,Injury/Illness-LeftSoleus;Strain
2025-01-19,Holmgren,Chet,Out,"Injury/Illness-RightIliacWing;
Fracture"
2025-01-19,Mitchell,Ajay,Out,"Injury/Illness-RightGreatToe;
Surgery"
2025-01-19,Topic,Nikola,Out,Injury/Illness-LeftKnee;Surgery
2025-01-19,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2025-01-19,Beauchamp,MarJon,Probable,Injury/Illness-Non-covid;Illness
2025-01-19,Green,AJ,Questionable,Injury/Illness-LeftQuad;Strain
2025-01-19,JacksonJr.,Andre,Questionable,Injury/Illness-RightHip;Contusion
2025-01-19,Middleton,Khris,Probable,"Injury/Illness-BilateralAnkle;Injury
Management"
2025-01-19,Ball,Lonzo,Questionable,"Injury/Illness-RightQuadricep;
Contusion;InjuryManagement"
2025-01-19,Carter,Jevon,Doubtful,Injury/Illness-N/a;Illness
2025-01-19,Craig,Torrey,Out,"Injury/Illness-RightCalf;Contusion;
RightAnkleSprain"
2025-01-19,Horton-Tucker,Talen,Questionable,Injury/Illness-LeftKnee;Sprain
2025-01-19,LaVine,Zach,Probable,"Injury/Illness-RightPatellaTendon;
Tendonitis"
2025-01-19,Davis,Anthony,Questionable,Injury/Illness-RightCalf;Soreness
2025-01-19,Hayes,Jaxson,Questionable,"Injury/Illness-RightShoulder;
Soreness"
2025-01-19,Hood-Schifino,Jalen,Out,Injury/Illness-LeftHamstring;Strain
2025-01-19,James,LeBron,Probable,"Injury/Illness-LeftFoot;Injury
Management"
2025-01-19,Vanderbilt,Jarred,Out,"Injury/Illness-RightFoot;Surgery
Recovery"
2025-01-19,Wood,Christian,Out,"Injury/Illness-LeftKnee;Surgery
Recovery"
2025-01-19,Dunn,Kris,Questionable,Injury/Illness-LeftKnee;Soreness
2025-01-19,Harden,James,Questionable,Injury/Illness-N/a;Illness
2025-01-19,Powell,Norman,Questionable,Injury/Illness-Back;Soreness
2025-01-19,Zubac,Ivica,Questionable,Injury/Illness-Back;Soreness
2025-01-19,Carter,Devin,Out,Injury/Illness-RightWrist;Soreness
2025-01-19,Ellis,Keon,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-20,Ivey,Jaden,Out,Injury/Illness-LeftFibula;Fracture
2025-01-20,SmithJr.,Jabari,Out,"Injury/Illness-LeftMetacarpal;
Fracture"
2025-01-20,Thompson,Amen,Questionable,Injury/Illness-LeftCalf;Tightness
2025-01-20,DiVincenzo,Donte,Out,Injury/Illness-LeftGreatToe;Sprain
2025-01-20,Gobert,Rudy,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-20,ShannonJr.,Terrence,Out,Injury/Illness-RightMid-foot;Sprain
2025-01-20,Edey,Zach,Available,"Injury/Illness-Nasal;Fracture-Face
Mask"
2025-01-20,Morant,Ja,Questionable,Injury/Illness-RightFoot;Soreness
2025-01-20,Smart,Marcus,Out,"Injury/Illness-RightIndexFinger;
PartialExtensorHoodTear"
2025-01-20,Spencer,Cam,Out,"Injury/Illness-LeftThumb;Surgery
Recovery"
2025-01-20,WilliamsJr.,Vince,Out,Injury/Illness-RightAnkle;Sprain
2025-01-20,Bufkin,Kobe,Out,"Injury/Illness-RightShoulder;
Surgery"
2025-01-20,Johnson,Jalen,Probable,"Injury/Illness-RightShoulder;
Inflammation"
2025-01-20,NanceJr.,Larry,Out,Injury/Illness-RightHand;Surgery
2025-01-20,Risacher,Zaccharie,Out,Injury/Illness-LeftAdductor;Strain
2025-01-20,Young,Trae,Probable,"Injury/Illness-RightAchilles;
Tendinitis"
2025-01-20,Hart,Josh,Questionable,"Injury/Illness-Neck;Cervical
Compression"
2025-01-20,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2025-01-20,Towns,Karl-Anthony,Questionable,"Injury/Illness-RightThumb;
Sprained"
2025-01-20,Beal,Bradley,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-20,Nurkic,Jusuf,Out,"ReturntoCompetition
Reconditioning"
2025-01-20,Mobley,Evan,Out,Injury/Illness-RightCalf;Strain
2025-01-20,Okoro,Isaac,Out,"Injury/Illness-RightShoulder;AC
JointSprain"
2025-01-20,Anderson,Kyle,Out,Injury/Illness-LeftGluteal;Bursitis
2025-01-20,Curry,Stephen,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-20,Green,Draymond,Out,Injury/Illness-LeftCalf;Strain
2025-01-20,Kuminga,Jonathan,Out,Injury/Illness-RightAnkle;Sprain
2025-01-20,Podziemski,Brandin,Out,"Injury/Illness-RightAbdominal;
InjuryManagement"
2025-01-20,Clarkson,Jordan,Out,Injury/Illness-LeftPlantar;Fasciitis
2025-01-20,Collins,John,Out,"Injury/Illness-LeftHip;Injury
Management"
2025-01-20,Hendricks,Taylor,Out,Injury/Illness-RightFibula;Fracture
2025-01-20,Juzang,Johnny,Out,Injury/Illness-RightHand;Fracture
2025-01-20,Markkanen,Lauri,Out,Injury/Illness-LowBack;Spasms
2025-01-20,Sexton,Collin,Out,Rest
2025-01-20,Tshiebwe,Oscar,Available,"Injury/Illness-LeftFourthFinger;
ExtensorTendonTear"
2025-01-20,Ingram,Brandon,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-20,Jones,Herbert,Out,Injury/Illness-RightShoulder;Strain
2025-01-20,Missi,Yves,Questionable,Injury/Illness-Non-COVID;Illness
2025-01-20,Murray,Dejounte,Probable,Injury/Illness-RightElbow;Bursitis
2025-01-20,Williamson,Zion,Questionable,Injury/Illness-Non-COVID;Illness
2025-01-20,Doncic,Luka,Out,Injury/Illness-LeftCalf;Strain
2025-01-20,Exum,Dante,Out,Injury/Illness-RightWrist;Surgery
2025-01-20,Hardy,Jaden,Out,Injury/Illness-RightAnkle;Sprain
2025-01-20,LivelyII,Dereck,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-20,Powell,Dwight,Out,Injury/Illness-RightHip;Strain
2025-01-20,Mann,Tre,Out,Injury/Illness-Disc;Irritation
2025-01-20,Miller,Brandon,Out,"Injury/Illness-RightWrist;Ligament
Tear"
2025-01-20,Williams,Grant,Out,Injury/Illness-RightACL;Repair
2025-01-21,Bogdanovic,Bojan,Out,"Injury/Illness-LeftFoot;Injury
Recovery"
2025-01-21,Lewis,Maxwell,Out,Injury/Illness-LeftTibia;Fracture
2025-01-21,Melton,De'Anthony,Out,Injury/Illness-LeftKnee;ACLTear
2025-01-21,Russell,D'Angelo,Questionable,"Injury/Illness-LeftHamstring;
Tightness,InjuryManagement"
2025-01-21,Simmons,Ben,Questionable,Injury/Illness-N/a;Illness
2025-01-21,Thomas,Cam,Out,Injury/Illness-LeftHamstring;Strain
2025-01-21,Watford,Trendon,Out,Injury/Illness-LeftHamstring;Strain
2025-01-21,Williams,Ziaire,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-21,Bitadze,Goga,Out,ConcussionProtocol
2025-01-21,Harris,Gary,Questionable,Injury/Illness-LeftHamstring;Strain
2025-01-21,Howard,Jett,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-21,Suggs,Jalen,Out,Injury/Illness-Back;Lowbackstrain
2025-01-21,Wagner,Franz,Out,"ReturntoCompetition
Reconditioning"
2025-01-21,Wagner,Moritz,Out,Injury/Illness-LeftKnee;TornACL
2025-01-21,Agbaji,Ochai,Out,Injury/Illness-RightHand;Laceration
2025-01-21,Boucher,Chris,Questionable,Injury/Illness-Illness;Illness
2025-01-21,Quickley,Immanuel,Out,Injury/Illness-LeftHip;Strain
2025-01-21,Clingan,Donovan,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-21,Murray,Kris,Questionable,Injury/Illness-Chest;Contusion
2025-01-21,Simons,Anfernee,Questionable,Injury/Illness-RightElbow;Strain
2025-01-21,Thybulle,Matisse,Out,Injury/Illness-RightAnkle;Sprain
2025-01-21,WilliamsIII,Robert,Questionable,Injury/Illness-LeftAnkle;Soreness
2025-01-21,Adebayo,Bam,Available,Injury/Illness-LowerBack;Contusion
2025-01-21,Johnson,Keshad,Available,"Injury/Illness-LeftShoulder;
Inflammation"
2025-01-21,Richardson,Josh,Out,"Injury/Illness-RightHeel;
Inflammation"
2025-01-21,Smith,Dru,Out,Injury/Illness-LeftAchilles;Surgery
2025-01-21,Drummond,Andre,Questionable,"Injury/Illness-LeftToe;Injury
Recovery"
2025-01-21,Embiid,Joel,Out,"Injury/Illness-LeftKnee;Injury
Management"
2025-01-21,George,Paul,Questionable,Injury/Illness-LeftGroin;Soreness
2025-01-21,Lowry,Kyle,Out,Injury/Illness-RightHip;Sprain
2025-01-21,Martin,Caleb,Out,Injury/Illness-RightHip;Sprain
2025-01-21,Martin,KJ,Out,"Injury/Illness-LeftFoot;Stress
Reaction"
2025-01-21,McCain,Jared,Out,"Injury/Illness-LeftKnee;Meniscus
Surgery"
2025-01-21,Yabusele,Guerschon,Questionable,Injury/Illness-RightKnee;Contusion
2025-01-21,Cancar,Vlatko,Out,"Injury/Illness-LeftKnee;Surgery
Rehabilitation"
2025-01-21,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2025-01-21,Murray,Jamal,Probable,Injury/Illness-LeftCalf;Tightness
2025-01-21,Watson,Peyton,Probable,Injury/Illness-Head;Contusion
2025-01-21,BagleyIII,Marvin,Out,Injury/Illness-RightKnee;Sprain
2025-01-21,Bey,Saddiq,Out,Injury/Illness-LeftKnee;ACLSurgery
2025-01-21,Brogdon,Malcolm,Out,"Injury/Illness-RightFoot;Plantar
FasciaContusion"
2025-01-21,Davis,Anthony,Questionable,Injury/Illness-RightCalf;Soreness
2025-01-21,Hood-Schifino,Jalen,Out,Injury/Illness-LeftHamstring;Strain
2025-01-21,James,LeBron,Probable,"Injury/Illness-LeftFoot;Injury
Management"
2025-01-21,Vanderbilt,Jarred,Out,"Injury/Illness-RightFoot;Surgery
Recovery"
2025-01-21,Wood,Christian,Out,"Injury/Illness-LeftKnee;Surgery
Recovery"
2025-01-22,Ivey,Jaden,Out,Injury/Illness-LeftFibula;Fracture
2025-01-22,Bufkin,Kobe,Out,"Injury/Illness-RightShoulder;
Surgery"
2025-01-22,Johnson,Jalen,Questionable,"Injury/Illness-RightShoulder;
Inflammation"
2025-01-22,NanceJr.,Larry,Out,Injury/Illness-RightHand;Surgery
2025-01-22,Risacher,Zaccharie,Out,Injury/Illness-LeftAdductor;Strain
2025-01-22,Young,Trae,Probable,"Injury/Illness-RightAchilles;
Tendinitis"
2025-01-22,DiVincenzo,Donte,Out,Injury/Illness-LeftGreatToe;Sprain
2025-01-22,ShannonJr.,Terrence,Out,Injury/Illness-RightMid-foot;Sprain
2025-01-22,Doncic,Luka,Out,Injury/Illness-LeftCalf;Strain
2025-01-22,Exum,Dante,Out,Injury/Illness-RightWrist;Surgery
2025-01-22,Grimes,Quentin,Questionable,Injury/Illness-Back;Spasms
2025-01-22,Hardy,Jaden,Out,Injury/Illness-RightAnkle;Sprain
2025-01-22,LivelyII,Dereck,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-22,Marshall,Naji,Questionable,Injury/Illness-Illness;Illness
2025-01-22,Powell,Dwight,Out,Injury/Illness-RightHip;Strain
2025-01-22,Thompson,Klay,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-22,Beal,Bradley,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-22,Nurkic,Jusuf,Out,"ReturntoCompetition
Reconditioning"
2025-01-22,Mann,Tre,Out,Injury/Illness-Disc;Irritation
2025-01-22,Miller,Brandon,Out,"Injury/Illness-RightWrist;Ligament
Tear"
2025-01-22,Williams,Grant,Out,Injury/Illness-RightACL;Repair
2025-01-22,Edey,Zach,Available,"Injury/Illness-Nasal;Fracture—
FaceMask"
2025-01-22,Kennard,Luke,Probable,Injury/Illness-LeftAnkle;Soreness
2025-01-22,LaRavia,Jake,Doubtful,Injury/Illness-LowBack;Soreness
2025-01-22,Smart,Marcus,Out,"Injury/Illness-RightIndexFinger;
PartialExtensorHoodTear"
2025-01-22,Spencer,Cam,Out,"Injury/Illness-LeftThumb;Surgery
Recovery"
2025-01-22,WilliamsJr.,Vince,Out,Injury/Illness-RightAnkle;Sprain
2025-01-22,LeVert,Caris,Questionable,Injury/Illness-RightWrist;Sprain
2025-01-22,Mobley,Evan,Out,Injury/Illness-RightCalf;Strain
2025-01-22,Okoro,Isaac,Out,"Injury/Illness-RightShoulder;AC
JointSprain"
2025-01-22,SmithJr.,Jabari,Out,"Injury/Illness-LeftMetacarpal;
Fracture"
2025-01-22,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2025-01-22,Beauchamp,MarJon,Probable,Injury/Illness-Non-covid;Illness
2025-01-22,Green,AJ,Out,Injury/Illness-LeftQuad;Strain
2025-01-22,Middleton,Khris,Probable,"Injury/Illness-BilateralAnkle;Injury
Management"
2025-01-22,Ingram,Brandon,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-22,Jones,Herbert,Out,Injury/Illness-RightShoulder;Strain
2025-01-22,Missi,Yves,Questionable,Injury/Illness-Non-COVID;Illness
2025-01-22,Murray,Dejounte,Probable,Injury/Illness-RightElbow;Bursitis
2025-01-22,Williamson,Zion,Questionable,Injury/Illness-Non-COVID;Illness
2025-01-22,Clarkson,Jordan,Out,Injury/Illness-LeftPlantar;Fasciitis
2025-01-22,Collins,John,Questionable,Injury/Illness-LeftHip;Injury
2025-01-22,Hendricks,Taylor,Out,Injury/Illness-RightFibula;Fracture
2025-01-22,Juzang,Johnny,Out,Injury/Illness-RightHand;Fracture
2025-01-22,Markkanen,Lauri,Questionable,Injury/Illness-LowBack;Spasms
2025-01-22,Sensabaugh,Brice,Questionable,Injury/Illness-RightAnkle;Sprain
2025-01-22,Sexton,Collin,Available,"Injury/Illness-LeftFourthFingerDIP;
AvulsionFracture"
2025-01-22,Tshiebwe,Oscar,Available,"Injury/Illness-LeftFourthFinger;
ExtensorTendonTear"
2025-01-22,Williams,Cody,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-22,Hartenstein,Isaiah,Out,Injury/Illness-LeftSoleus;Strain
2025-01-22,Holmgren,Chet,Out,"Injury/Illness-RightIliacWing;
Fracture"
2025-01-22,Mitchell,Ajay,Out,"Injury/Illness-RightGreatToe;
Surgery"
2025-01-22,Topic,Nikola,Out,Injury/Illness-LeftKnee;Surgery
2025-01-22,Williams,Jalen,Questionable,Injury/Illness-RightHip;Strain
2025-01-22,Anderson,Kyle,Out,Injury/Illness-LeftGluteal;Bursitis
2025-01-22,Green,Draymond,Out,Injury/Illness-LeftCalf;Strain
2025-01-22,Kuminga,Jonathan,Out,Injury/Illness-RightAnkle;Sprain
2025-01-22,Podziemski,Brandin,Out,"Injury/Illness-RightAbdominal;
InjuryManagement"
2025-01-22,Holiday,Jrue,Questionable,"Injury/Illness-RightShoulder;
Impingement"
2025-01-22,Horford,Al,Questionable,Injury/Illness-LeftBigToe;Sprain
2025-01-22,Batum,Nicolas,Questionable,Injury/Illness-RightFinger;Soreness
2025-01-22,Dunn,Kris,Questionable,Injury/Illness-LeftKnee;Soreness
2025-01-22,Harden,James,Questionable,Injury/Illness-RightGroin;Soreness
2025-01-22,Leonard,Kawhi,Out,"Injury/Illness-RightKnee;Injury
Management"
2025-01-22,Powell,Norman,Questionable,Injury/Illness-Back;Soreness
2025-01-22,Zubac,Ivica,Out,"Injury/Illness-LeftEye;Corneal
Abrasion"
2025-01-23,Sochan,Jeremy,Questionable,"Injury/Illness-BilateralLumbar
Spine;BoneBruise"
2025-01-23,Jackson,Isaiah,Out,"Injury/Illness-RightAchillesTendon;
Tear"
2025-01-23,Wiseman,James,Out,"Injury/Illness-LeftAchillesTendon;
Tear"
2025-01-23,Ayton,Deandre,Questionable,Injury/Illness-LeftKnee;Soreness
2025-01-23,Camara,Toumani,Questionable,Injury/Illness-Illness;.
2025-01-23,Clingan,Donovan,Out,Injury/Illness-LeftAnkle;Sprain
2025-01-23,Murray,Kris,Questionable,Injury/Illness-Chest;Contusion
2025-01-23,Simons,Anfernee,Questionable,Injury/Illness-LowBack;Soreness
2025-01-23,Thybulle,Matisse,Out,Injury/Illness-RightAnkle;Sprain
2025-01-23,Anthony,Cole,Questionable,Injury/Illness-N/a;Illness
2025-01-23,Bitadze,Goga,Doubtful,ConcussionProtocol
2025-01-23,Harris,Gary,Questionable,Injury/Illness-LeftHamstring;Strain
2025-01-23,Howard,Jett,Questionable,Injury/Illness-LeftAnkle;Sprain
2025-01-23,Isaac,Jonathan,Questionable,Injury/Illness-N/a;Illness
2025-01-23,Suggs,Jalen,Out,Injury/Illness-Back;Lowbackstrain
2025-01-23,Wagner,Franz,Questionable,"ReturntoCompetition
Reconditioning"
2025-01-23,Wagner,Moritz,Out,Injury/Illness-LeftKnee;TornACL
2025-01-23,Herro,Tyler,Probable,Injury/Illness-RightGroin;Tightness
2025-01-23,Johnson,Keshad,Questionable,"Injury/Illness-LeftShoulder;
Inflammation"
2025-01-23,Richardson,Josh,Out,"Injury/Illness-RightHeel;
Inflammation"
2025-01-23,Smith,Dru,Out,Injury/Illness-LeftAchilles;Surgery
2025-01-23,Agbaji,Ochai,Questionable,Injury/Illness-RightHand;Laceration
2025-01-23,Quickley,Immanuel,Out,Injury/Illness-LeftHip;Strain
2025-01-23,Cancar,Vlatko,Out,"Injury/Illness-LeftKnee;Surgery
Rehabilitation"
2025-01-23,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2025-01-23,Davis,Anthony,Probable,Injury/Illness-RightCalf;Soreness
2025-01-23,Hood-Schifino,Jalen,Out,Injury/Illness-LeftHamstring;Strain
2025-01-23,James,LeBron,Probable,"Injury/Illness-LeftFoot;Injury
Management"
2025-01-23,Vanderbilt,Jarred,Out,"Injury/Illness-RightFoot;Surgery
Recovery"
