Date,Team,Home/Away,Opp,Venue,W/L,Team Pts,Opp Pts,Spread,Transition_percent_O,Transition_percent_D,Total_Transition_percent
2025-01-23,DAL,Away,OKC,OKC,W,121,115,11.5,0.11,0.119,0.23
2025-01-22,DAL,Home,MIN,DAL,L,114,115,3.5,0.12,0.212,0.332
2025-01-20,DAL,Away,CHA,CHA,L,105,110,-4,0.15,0.216,0.369
2025-01-17,DAL,Home,OKC,DAL,W,106,98,2.5,0.15,0.109,0.256
2025-01-15,DAL,Away,NOP,NOP,L,116,119,1,0.18,0.265,0.449
2025-01-14,DAL,Home,DEN,DAL,L,99,118,2.5,0.18,0.167,0.349
2025-01-12,DAL,Home,DEN,DAL,L,101,112,5.5,0.12,0.2,0.316
2025-01-09,DAL,Home,POR,DAL,W,117,111,-7.5,0.19,0.155,0.341
2025-01-07,DAL,Home,LAL,DAL,W,118,97,6.5,0.09,0.182,0.271
2025-01-06,DAL,Away,MEM,MEM,L,104,119,4.5,0.15,0.167,0.314
2025-01-03,DAL,Home,CLE,DAL,L,122,134,9.5,0.15,0.091,0.243
2025-01-01,DAL,Away,HOU,HOU,L,99,110,4.5,0.10,0.116,0.211
2024-12-30,DAL,Away,SAC,SAC,L,100,110,8.5,0.09,0.12,0.209
2024-12-28,DAL,Away,POR,POR,L,122,126,-3.5,0.24,0.184,0.419
2024-12-27,DAL,Away,PHX,PHX,W,98,89,1,0.10,0.12,0.218
2024-12-25,DAL,Home,MIN,DAL,L,99,105,-5,0.13,0.067,0.199
2024-12-23,DAL,Home,POR,DAL,W,132,108,-12.5,0.18,0.112,0.291
2024-12-21,DAL,Home,LAC,DAL,W,113,97,-3.5,0.17,0.181,0.351
2024-12-19,DAL,Home,LAC,DAL,L,95,118,1,0.14,0.207,0.348
2024-12-15,DAL,Away,GSW,GSW,W,143,133,1,0.16,0.071,0.234
2024-12-10,DAL,Away,OKC,OKC,L,104,118,4.5,0.12,0.245,0.367
2024-12-07,DAL,Away,TOR,TOR,W,125,118,-8,0.13,0.144,0.27
2024-12-05,DAL,Away,WAS,WAS,W,137,101,-13.5,0.18,0.163,0.339
2024-12-03,DAL,Home,MEM,DAL,W,121,116,-4.5,0.15,0.21,0.362
2024-12-01,DAL,Away,POR,POR,W,137,131,-5.5,0.13,0.099,0.228
2024-11-30,DAL,Away,UTA,UTA,W,106,94,-6.5,0.31,0.177,0.486
2024-11-27,DAL,Home,NYK,DAL,W,129,114,4,0.16,0.125,0.281
2024-11-25,DAL,Away,ATL,ATL,W,129,119,2.5,0.20,0.18,0.376
2024-11-24,DAL,Away,MIA,MIA,L,118,123,2.5,0.15,0.155,0.302
2024-11-22,DAL,Away,DEN,DEN,W,123,120,4.5,0.22,0.121,0.341
2024-11-19,DAL,Home,NOP,DAL,W,132,91,-13,0.17,0.14,0.314
2024-11-17,DAL,Away,OKC,OKC,W,121,119,7.5,0.08,0.115,0.199
2024-11-16,DAL,Home,SAS,DAL,W,110,93,-13.5,0.20,0.128,0.33
2024-11-14,DAL,Away,UTA,UTA,L,113,115,-7.5,0.19,0.158,0.346
2024-11-12,DAL,Away,GSW,GSW,L,117,120,2.5,0.20,0.194,0.398
2024-11-10,DAL,Away,DEN,DEN,L,120,122,2,0.14,0.165,0.308
2024-11-08,DAL,Home,PHX,DAL,L,113,114,-2.5,0.18,0.133,0.309
2024-11-06,DAL,Home,CHI,DAL,W,119,99,-10,0.23,0.202,0.427
2024-11-04,DAL,Home,IND,DAL,L,127,134,-4.5,0.12,0.173,0.288
2024-11-03,DAL,Home,ORL,DAL,W,108,85,-7,0.16,0.169,0.324
2024-10-31,DAL,Home,HOU,DAL,L,102,108,-6.5,0.16,0.17,0.331
2024-10-29,DAL,Away,MIN,MIN,W,120,114,4,0.23,0.125,0.352
2024-10-28,DAL,Home,UTA,DAL,W,110,102,-11.5,0.23,0.121,0.351
2024-10-26,DAL,Away,PHX,PHX,L,102,114,-3.5,0.13,0.147,0.275
2024-10-24,DAL,Home,SAS,DAL,W,120,109,-9,0.23,0.172,0.398
2025-05-18,DEN,Away,OKC,OKC,L,93,125,8,0.12,0.25,0.369
2025-05-15,DEN,Home,OKC,DEN,W,119,107,5.5,0.10,0.165,0.264
2025-05-13,DEN,Away,OKC,OKC,L,105,112,10,0.11,0.115,0.228
2025-05-11,DEN,Home,OKC,DEN,L,87,92,6.5,0.08,0.196,0.278
2025-05-09,DEN,Home,OKC,DEN,W,113,104,6,0.09,0.135,0.222
2025-05-07,DEN,Away,OKC,OKC,L,106,149,10,0.11,0.133,0.241
2025-05-05,DEN,Away,OKC,OKC,W,121,119,10.5,0.20,0.179,0.379
2025-05-03,DEN,Home,LAC,DEN,W,120,101,-1.5,0.17,0.204,0.372
2025-05-01,DEN,Away,LAC,LAC,L,105,111,6.5,0.13,0.102,0.228
2025-04-29,DEN,Home,LAC,DEN,W,131,115,1.5,0.12,0.156,0.277
2025-04-26,DEN,Away,LAC,LAC,W,101,99,6.5,0.19,0.146,0.335
2025-04-24,DEN,Away,LAC,LAC,L,83,117,5.5,0.11,0.101,0.215
2025-04-21,DEN,Home,LAC,DEN,L,102,105,-1,0.16,0.187,0.35
2025-04-19,DEN,Home,LAC,DEN,W,112,110,-2.5,0.12,0.139,0.258
2025-04-13,DEN,Away,HOU,HOU,W,126,111,-6,0.10,0.083,0.182
2025-04-11,DEN,Home,MEM,DEN,W,117,109,-7,0.21,0.157,0.363
2025-04-09,DEN,Away,SAC,SAC,W,124,116,-4.5,0.15,0.098,0.25
2025-04-06,DEN,Home,IND,DEN,L,120,125,-6,0.11,0.167,0.274
2025-04-04,DEN,Away,GSW,GSW,L,104,118,3,0.15,0.097,0.244
2025-04-02,DEN,Home,SAS,DEN,L,106,113,-2,0.13,0.147,0.28
2025-04-01,DEN,Home,MIN,DEN,L,139,140,-3.5,0.19,0.116,0.302
2025-03-28,DEN,Home,UTA,DEN,W,129,93,-19,0.21,0.136,0.342
2025-03-26,DEN,Home,MIL,DEN,W,127,117,-11.5,0.11,0.041,0.153
2025-03-24,DEN,Home,CHI,DEN,L,119,129,-2.5,0.15,0.188,0.337
2025-03-23,DEN,Away,HOU,HOU,W,116,111,8,0.10,0.141,0.239
2025-03-21,DEN,Away,POR,POR,L,109,128,-1.5,0.15,0.217,0.371
2025-03-19,DEN,Away,LAL,LAL,L,108,120,5.5,0.14,0.192,0.335
2025-03-17,DEN,Away,GSW,GSW,W,114,105,13,0.23,0.214,0.439
2025-03-15,DEN,Home,WAS,DEN,L,123,126,-12.5,0.14,0.202,0.338
2025-03-14,DEN,Home,LAL,DEN,W,131,126,-15.5,0.15,0.099,0.249
2025-03-12,DEN,Home,MIN,DEN,L,95,115,-1.5,0.14,0.116,0.257
2025-03-10,DEN,Away,OKC,OKC,W,140,127,9.5,0.10,0.173,0.275
2025-03-09,DEN,Away,OKC,OKC,L,103,127,7.5,0.12,0.186,0.301
2025-03-07,DEN,Home,PHX,DEN,W,149,141,-9,0.18,0.113,0.292
2025-03-05,DEN,Home,SAC,DEN,W,116,110,-8.5,0.22,0.134,0.35
2025-03-02,DEN,Away,BOS,BOS,L,103,110,5.5,0.11,0.117,0.225
2025-02-28,DEN,Away,DET,DET,W,134,119,2,0.19,0.216,0.402
2025-02-27,DEN,Away,MIL,MIL,L,112,121,-3,0.16,0.206,0.368
2025-02-24,DEN,Away,IND,IND,W,125,116,-3.5,0.15,0.173,0.319
2025-02-22,DEN,Home,LAL,DEN,L,100,123,-6.5,0.11,0.231,0.342
2025-02-20,DEN,Home,CHA,DEN,W,129,115,-18,0.14,0.149,0.289
2025-02-12,DEN,Home,POR,DEN,W,132,121,-8,0.16,0.192,0.347
2025-02-10,DEN,Home,POR,DEN,W,146,117,-9,0.22,0.133,0.355
2025-02-08,DEN,Away,PHX,PHX,W,122,105,-6.5,0.13,0.095,0.224
2025-02-06,DEN,Home,ORL,DEN,W,112,90,-5.5,0.13,0.155,0.286
2025-02-05,DEN,Home,NOP,DEN,W,144,119,-11,0.14,0.124,0.268
2025-02-03,DEN,Home,NOP,DEN,W,125,113,-9,0.16,0.129,0.29
2025-02-01,DEN,Away,CHA,CHA,W,107,104,-12.5,0.16,0.051,0.214
2025-01-31,DEN,Away,PHI,PHI,W,137,134,-9.5,0.15,0.184,0.337
2025-01-29,DEN,Away,NYK,NYK,L,112,122,3,0.13,0.216,0.349
2025-01-27,DEN,Away,CHI,CHI,L,121,129,-9.5,0.21,0.179,0.387
2025-01-25,DEN,Away,MIN,MIN,L,104,133,-3.5,0.08,0.14,0.221
2025-01-23,DEN,Home,SAC,DEN,W,132,123,-7.5,0.19,0.127,0.321
2025-01-21,DEN,Home,PHI,DEN,W,144,109,-12,0.22,0.096,0.316
2025-01-19,DEN,Away,ORL,ORL,W,113,100,-7,0.17,0.174,0.346
2025-01-17,DEN,Away,MIA,MIA,W,133,113,-3.5,0.17,0.129,0.301
2025-01-15,DEN,Home,HOU,DEN,L,108,128,5.5,0.09,0.218,0.309
2025-01-14,DEN,Away,DAL,DAL,W,118,99,-2.5,0.17,0.182,0.349
2025-01-12,DEN,Away,DAL,DAL,W,112,101,-5.5,0.20,0.116,0.316
2025-01-10,DEN,Home,BKN,DEN,W,124,105,-15,0.21,0.168,0.376
2025-01-08,DEN,Home,LAC,DEN,W,126,103,3.5,0.20,0.154,0.349
2025-01-07,DEN,Home,BOS,DEN,L,106,118,10.5,0.13,0.14,0.269
2025-01-04,DEN,Away,SAS,SAS,W,122,111,-3,0.17,0.14,0.308
2025-01-03,DEN,Home,SAS,DEN,L,110,113,-6,0.22,0.16,0.38
2025-01-01,DEN,Home,ATL,DEN,W,139,120,-8,0.12,0.14,0.261
2024-12-30,DEN,Away,UTA,UTA,W,132,121,-7.5,0.30,0.14,0.44
2024-12-28,DEN,Home,DET,DEN,W,134,121,-6.5,0.12,0.162,0.283
2024-12-27,DEN,Home,CLE,DEN,L,135,149,3.5,0.16,0.13,0.292
2024-12-25,DEN,Away,PHX,PHX,L,100,110,-2.5,0.09,0.141,0.228
2024-12-23,DEN,Home,PHX,DEN,W,117,90,-4,0.17,0.118,0.291
2024-12-22,DEN,Away,NOP,NOP,W,132,129,-8.5,0.18,0.203,0.379
2024-12-19,DEN,Away,POR,POR,L,124,126,-8.5,0.18,0.14,0.322
2024-12-16,DEN,Away,SAC,SAC,W,130,129,1.5,0.07,0.156,0.23
2024-12-13,DEN,Home,LAC,DEN,W,120,98,-7,0.17,0.196,0.37
2024-12-08,DEN,Away,ATL,ATL,W,141,111,1,0.16,0.222,0.385
2024-12-07,DEN,Away,WAS,WAS,L,113,122,-11.5,0.16,0.077,0.234
2024-12-05,DEN,Away,CLE,CLE,L,114,126,3.5,0.25,0.157,0.407
2024-12-03,DEN,Home,GSW,DEN,W,119,115,-5,0.22,0.144,0.363
2024-12-01,DEN,Away,LAC,LAC,L,122,126,-3,0.18,0.15,0.33
2024-11-27,DEN,Away,UTA,UTA,W,122,103,-11,0.22,0.095,0.318
2024-11-25,DEN,Home,NYK,DEN,L,118,145,-2.5,0.10,0.158,0.254
2024-11-23,DEN,Away,LAL,LAL,W,127,102,4,0.20,0.168,0.37
2024-11-22,DEN,Home,DAL,DEN,L,120,123,-4.5,0.12,0.22,0.341
2024-11-19,DEN,Away,MEM,MEM,W,122,110,6,0.30,0.216,0.513
2024-11-17,DEN,Away,MEM,MEM,L,90,105,6,0.21,0.25,0.458
2024-11-15,DEN,Away,NOP,NOP,L,94,101,-2,0.18,0.099,0.275
2024-11-10,DEN,Home,DAL,DEN,W,122,120,-2,0.17,0.143,0.308
2024-11-08,DEN,Home,MIA,DEN,W,135,122,-3,0.15,0.147,0.296
2024-11-06,DEN,Home,OKC,DEN,W,124,122,7,0.19,0.213,0.4
2024-11-04,DEN,Home,TOR,DEN,W,121,119,-11,0.17,0.157,0.325
2024-11-02,DEN,Home,UTA,DEN,W,129,103,-11,0.26,0.136,0.398
2024-11-01,DEN,Away,MIN,MIN,L,116,119,3.5,0.19,0.121,0.313
2024-10-29,DEN,Away,BKN,BKN,W,144,139,-5.5,0.14,0.133,0.268
2024-10-28,DEN,Away,TOR,TOR,W,127,125,-8.5,0.15,0.17,0.323
2024-10-26,DEN,Home,LAC,DEN,L,104,109,-7.5,0.17,0.128,0.296
2024-10-24,DEN,Home,OKC,DEN,L,87,102,-2,0.17,0.158,0.328
2025-05-01,DET,Home,NYK,DET,L,113,116,-1.5,0.20,0.18,0.38
2025-04-29,DET,Away,NYK,NYK,W,106,103,5.5,0.15,0.124,0.271
2025-04-27,DET,Home,NYK,DET,L,93,94,-2.5,0.14,0.194,0.334
2025-04-24,DET,Home,NYK,DET,L,116,118,1.5,0.19,0.186,0.374
2025-04-21,DET,Away,NYK,NYK,W,100,94,6.5,0.20,0.151,0.353
2025-04-19,DET,Away,NYK,NYK,L,112,123,6.5,0.19,0.163,0.349
2025-04-13,DET,Away,MIL,MIL,L,133,140,-9,0.14,0.11,0.25
2025-04-11,DET,Home,MIL,DET,L,119,125,-4.5,0.10,0.14,0.241
2025-04-10,DET,Home,NYK,DET,W,115,106,-4,0.11,0.108,0.216
2025-04-07,DET,Home,SAC,DET,L,117,127,-5.5,0.17,0.14,0.312
2025-04-05,DET,Home,MEM,DET,L,103,109,1,0.19,0.108,0.3
2025-04-04,DET,Away,TOR,TOR,W,117,105,-10,0.13,0.238,0.369
2025-04-02,DET,Away,OKC,OKC,L,103,119,12.5,0.10,0.175,0.274
2025-03-30,DET,Away,MIN,MIN,L,104,123,8,0.11,0.12,0.23
2025-03-28,DET,Home,CLE,DET,W,133,122,6.5,0.20,0.168,0.366
2025-03-25,DET,Home,SAS,DET,W,122,96,-8.5,0.16,0.094,0.249
2025-03-23,DET,Home,NOP,DET,W,136,130,-11.5,0.12,0.093,0.208
2025-03-21,DET,Away,DAL,DAL,L,117,123,-9.5,0.19,0.186,0.372
2025-03-19,DET,Away,MIA,MIA,W,116,113,-4.5,0.13,0.112,0.246
2025-03-17,DET,Away,NOP,NOP,W,127,81,-6.5,0.26,0.093,0.35
2025-03-15,DET,Home,OKC,DET,L,107,113,4,0.22,0.155,0.371
2025-03-13,DET,Home,WAS,DET,L,125,129,-13,0.11,0.114,0.228
2025-03-11,DET,Home,WAS,DET,W,123,103,-15,0.10,0.082,0.186
2025-03-09,DET,Away,POR,POR,W,119,112,-3.5,0.25,0.135,0.38
2025-03-08,DET,Away,GSW,GSW,L,110,115,5,0.24,0.078,0.318
2025-03-05,DET,Away,LAC,LAC,L,115,123,-3.5,0.19,0.126,0.315
2025-03-03,DET,Away,UTA,UTA,W,134,106,-10.5,0.28,0.14,0.42
2025-03-01,DET,Home,BKN,DET,W,115,94,-12.5,0.24,0.194,0.434
2025-02-28,DET,Home,DEN,DET,L,119,134,-2,0.22,0.186,0.402
2025-02-26,DET,Home,BOS,DET,W,117,97,4.5,0.21,0.076,0.287
2025-02-24,DET,Home,LAC,DET,W,106,97,-3,0.19,0.172,0.364
2025-02-23,DET,Away,ATL,ATL,W,148,143,-2,0.18,0.18,0.362
2025-02-21,DET,Away,SAS,SAS,W,125,110,-4.5,0.13,0.17,0.298
2025-02-12,DET,Away,CHI,CHI,W,128,110,-6,0.15,0.171,0.323
2025-02-11,DET,Away,CHI,CHI,W,132,92,-5,0.17,0.13,0.299
2025-02-09,DET,Home,CHA,DET,W,112,102,-12,0.20,0.11,0.314
2025-02-07,DET,Home,PHI,DET,W,125,112,5.5,0.16,0.121,0.283
2025-02-05,DET,Home,CLE,DET,L,115,118,3.5,0.23,0.139,0.369
2025-02-03,DET,Home,ATL,DET,L,130,132,-4.5,0.12,0.184,0.299
2025-02-02,DET,Home,CHI,DET,W,127,119,-6,0.12,0.198,0.321
2025-01-31,DET,Home,DAL,DET,W,117,102,1,0.18,0.161,0.342
2025-01-29,DET,Away,IND,IND,L,119,133,5.5,0.18,0.144,0.328
2025-01-27,DET,Away,CLE,CLE,L,91,110,11,0.13,0.092,0.217
2025-01-25,DET,Away,ORL,ORL,L,113,121,3.5,0.24,0.099,0.334
2025-01-22,DET,Away,ATL,ATL,W,114,104,4,0.15,0.189,0.339
2025-01-20,DET,Away,HOU,HOU,W,107,96,8,0.26,0.192,0.452
2025-01-18,DET,Home,PHX,DET,L,121,125,1,0.17,0.09,0.262
2025-01-16,DET,Home,IND,DET,L,100,111,1.5,0.17,0.2,0.368
2025-01-13,DET,Away,NYK,NYK,W,124,119,8.5,0.09,0.102,0.192
2025-01-11,DET,Home,TOR,DET,W,123,114,-5,0.21,0.214,0.428
2025-01-09,DET,Home,GSW,DET,L,104,107,2.5,0.17,0.213,0.381
2025-01-08,DET,Away,BKN,BKN,W,113,98,-9.5,0.28,0.149,0.433
2025-01-06,DET,Home,POR,DET,W,118,115,-6,0.16,0.115,0.27
2025-01-04,DET,Home,MIN,DET,W,119,105,6.5,0.20,0.165,0.367
2025-01-03,DET,Home,CHA,DET,W,98,94,-7.5,0.27,0.125,0.393
2025-01-01,DET,Home,ORL,DET,W,105,96,-2,0.21,0.235,0.449
2024-12-28,DET,Away,DEN,DEN,L,121,134,6.5,0.16,0.121,0.283
2024-12-26,DET,Away,SAC,SAC,W,114,113,5,0.17,0.102,0.275
2024-12-23,DET,Away,LAL,LAL,W,117,114,6.5,0.19,0.134,0.328
2024-12-21,DET,Away,PHX,PHX,W,133,125,5.5,0.11,0.14,0.249
2024-12-19,DET,Home,UTA,DET,L,119,126,-4.5,0.24,0.183,0.422
2024-12-16,DET,Home,MIA,DET,W,125,124,4.5,0.21,0.159,0.366
2024-12-12,DET,Away,BOS,BOS,L,99,123,11.5,0.14,0.093,0.231
2024-12-07,DET,Away,NYK,NYK,W,120,111,8,0.13,0.133,0.264
2024-12-04,DET,Away,BOS,BOS,L,120,130,12.5,0.13,0.15,0.28
2024-12-03,DET,Home,MIL,DET,L,107,128,2.5,0.20,0.118,0.316
2024-11-30,DET,Home,PHI,DET,L,96,111,2,0.16,0.133,0.288
2024-11-29,DET,Away,IND,IND,W,130,106,4.5,0.14,0.153,0.294
2024-11-27,DET,Away,MEM,MEM,L,111,131,8,0.12,0.219,0.343
2024-11-25,DET,Home,TOR,DET,W,102,100,-4,0.11,0.138,0.246
2024-11-23,DET,Away,ORL,ORL,L,100,111,9,0.16,0.202,0.359
2024-11-21,DET,Away,CHA,CHA,L,121,123,-2.5,0.19,0.124,0.314
2024-11-18,DET,Home,CHI,DET,L,112,122,-4,0.15,0.082,0.228
2024-11-17,DET,Away,WAS,WAS,W,124,104,-5,0.11,0.078,0.187
2024-11-15,DET,Away,TOR,TOR,W,99,95,-2.5,0.23,0.22,0.452
2024-11-13,DET,Away,MIL,MIL,L,120,127,7,0.19,0.187,0.377
2024-11-12,DET,Home,MIA,DET,W,123,121,1.5,0.11,0.144,0.258
2024-11-10,DET,Home,HOU,DET,L,99,101,4,0.13,0.17,0.298
2024-11-08,DET,Home,ATL,DET,W,122,121,-2.5,0.16,0.19,0.352
2024-11-06,DET,Away,CHA,CHA,L,107,108,-1,0.19,0.101,0.291
2024-11-04,DET,Home,LAL,DET,W,115,103,6.5,0.14,0.155,0.299
2024-11-03,DET,Away,BKN,BKN,W,106,92,3,0.17,0.143,0.312
2024-11-01,DET,Home,NYK,DET,L,98,128,6,0.15,0.193,0.341
2024-10-30,DET,Away,PHI,PHI,W,105,95,4,0.19,0.11,0.297
2024-10-28,DET,Away,MIA,MIA,L,98,106,8.5,0.14,0.16,0.295
2024-10-26,DET,Home,BOS,DET,L,118,124,12.5,0.17,0.113,0.28
2024-10-25,DET,Away,CLE,CLE,L,101,113,10.5,0.17,0.155,0.322
2024-10-23,DET,Home,IND,DET,L,109,115,5,0.14,0.133,0.276
2025-05-14,GSW,Away,MIN,MIN,L,110,121,9.5,0.13,0.18,0.311
2025-05-12,GSW,Home,MIN,GSW,L,110,117,4.5,0.19,0.119,0.309
2025-05-10,GSW,Home,MIN,GSW,L,97,102,5.5,0.12,0.096,0.214
2025-05-08,GSW,Away,MIN,MIN,L,93,117,11,0.12,0.129,0.248
2025-05-06,GSW,Away,MIN,MIN,W,99,88,6,0.13,0.117,0.245
2025-05-04,GSW,Away,HOU,HOU,W,103,89,2.5,0.05,0.112,0.157
2025-05-02,GSW,Home,HOU,GSW,L,107,115,-5.5,0.17,0.112,0.277
2025-04-30,GSW,Away,HOU,HOU,L,116,131,4,0.12,0.176,0.297
2025-04-28,GSW,Home,HOU,GSW,W,109,106,-3.5,0.12,0.138,0.253
2025-04-26,GSW,Home,HOU,GSW,W,104,93,-2,0.12,0.152,0.27
2025-04-23,GSW,Away,HOU,HOU,L,94,109,4,0.10,0.125,0.225
2025-04-20,GSW,Away,HOU,HOU,W,95,85,1.5,0.11,0.136,0.25
2025-04-15,GSW,Home,MEM,GSW,W,121,116,-6.5,0.14,0.143,0.278
2025-04-13,GSW,Home,LAC,GSW,L,119,124,-7,0.11,0.102,0.213
2025-04-11,GSW,Away,POR,POR,W,103,86,-15.5,0.26,0.132,0.388
2025-04-09,GSW,Home,SAS,GSW,L,111,114,-17.5,0.15,0.151,0.303
2025-04-08,GSW,Away,PHX,PHX,W,133,95,-10,0.21,0.11,0.315
2025-04-06,GSW,Home,HOU,GSW,L,96,106,-5.5,0.16,0.189,0.345
2025-04-04,GSW,Home,DEN,GSW,W,118,104,-3,0.10,0.147,0.244
2025-04-03,GSW,Away,LAL,LAL,W,123,116,1,0.09,0.088,0.176
2025-04-01,GSW,Away,MEM,MEM,W,134,125,-4,0.24,0.19,0.428
2025-03-30,GSW,Away,SAS,SAS,W,148,106,-11.5,0.25,0.157,0.41
2025-03-28,GSW,Away,NOP,NOP,W,111,95,-17.5,0.16,0.097,0.258
2025-03-25,GSW,Away,MIA,MIA,L,86,112,-5,0.11,0.134,0.244
2025-03-22,GSW,Away,ATL,ATL,L,115,124,-3,0.15,0.17,0.323
2025-03-20,GSW,Home,TOR,GSW,W,117,114,-14.5,0.12,0.184,0.302
2025-03-18,GSW,Home,MIL,GSW,W,104,93,2,0.08,0.158,0.242
2025-03-17,GSW,Home,DEN,GSW,L,105,114,-13,0.21,0.225,0.439
2025-03-15,GSW,Home,NYK,GSW,W,97,94,-6.5,0.06,0.055,0.11
2025-03-13,GSW,Home,SAC,GSW,W,130,104,-7.5,0.14,0.189,0.324
2025-03-10,GSW,Home,POR,GSW,W,130,120,-12.5,0.17,0.182,0.354
2025-03-08,GSW,Home,DET,GSW,W,115,110,-5,0.08,0.24,0.318
2025-03-06,GSW,Away,BKN,BKN,W,121,119,-11,0.13,0.158,0.283
2025-03-04,GSW,Away,NYK,NYK,W,114,102,-1,0.19,0.062,0.248
2025-03-03,GSW,Away,CHA,CHA,W,119,101,-13,0.26,0.155,0.41
2025-03-01,GSW,Away,PHI,PHI,L,119,126,-7,0.14,0.143,0.284
2025-02-27,GSW,Away,ORL,ORL,W,121,115,-4.5,0.10,0.16,0.257
2025-02-25,GSW,Home,CHA,GSW,W,128,92,-17,0.20,0.191,0.393
2025-02-23,GSW,Home,DAL,GSW,W,126,102,-9.5,0.16,0.198,0.361
2025-02-21,GSW,Away,SAC,SAC,W,132,108,-2,0.13,0.144,0.277
2025-02-13,GSW,Away,HOU,HOU,W,105,98,-1.5,0.12,0.13,0.25
2025-02-12,GSW,Away,DAL,DAL,L,107,111,-8,0.12,0.146,0.27
2025-02-10,GSW,Away,MIL,MIL,W,125,111,-7.5,0.21,0.152,0.362
2025-02-08,GSW,Away,CHI,CHI,W,132,111,-6.5,0.11,0.121,0.231
2025-02-06,GSW,Away,LAL,LAL,L,112,120,5,0.09,0.218,0.308
2025-02-05,GSW,Away,UTA,UTA,L,128,131,-6.5,0.15,0.136,0.282
2025-02-03,GSW,Home,ORL,GSW,W,104,99,-3.5,0.07,0.075,0.14
2025-01-31,GSW,Home,PHX,GSW,L,105,130,3,0.16,0.161,0.324
2025-01-29,GSW,Home,OKC,GSW,W,116,109,9,0.16,0.16,0.32
2025-01-28,GSW,Home,UTA,GSW,W,114,103,-10.5,0.14,0.137,0.272
2025-01-25,GSW,Home,LAL,GSW,L,108,118,1,0.13,0.117,0.245
2025-01-23,GSW,Home,CHI,GSW,W,131,106,-4,0.12,0.115,0.23
2025-01-22,GSW,Away,SAC,SAC,L,117,123,7.5,0.06,0.184,0.245
2025-01-20,GSW,Home,BOS,GSW,L,85,125,9,0.14,0.178,0.317
2025-01-18,GSW,Home,WAS,GSW,W,122,114,-13.5,0.12,0.206,0.328
2025-01-15,GSW,Away,MIN,MIN,W,116,115,7,0.09,0.111,0.2
2025-01-13,GSW,Away,TOR,TOR,L,101,104,-5.5,0.22,0.118,0.333
2025-01-10,GSW,Away,IND,IND,L,96,108,11,0.09,0.151,0.236
2025-01-09,GSW,Away,DET,DET,W,107,104,-2.5,0.21,0.168,0.381
2025-01-07,GSW,Home,MIA,GSW,L,98,114,-9,0.23,0.106,0.332
2025-01-05,GSW,Home,SAC,GSW,L,99,129,-3,0.10,0.184,0.288
2025-01-04,GSW,Home,MEM,GSW,W,121,113,-3,0.13,0.156,0.29
2025-01-02,GSW,Home,PHI,GSW,W,139,105,-4,0.22,0.112,0.327
2024-12-30,GSW,Home,CLE,GSW,L,95,113,3.5,0.06,0.128,0.191
2024-12-28,GSW,Home,PHX,GSW,W,109,105,-7,0.14,0.115,0.259
2024-12-27,GSW,Away,LAC,LAC,L,92,102,5.5,0.18,0.146,0.323
2024-12-25,GSW,Home,LAL,GSW,L,113,115,-4,0.11,0.096,0.201
2024-12-23,GSW,Home,IND,GSW,L,105,111,-6,0.09,0.184,0.276
2024-12-21,GSW,Away,MIN,MIN,W,113,103,4,0.20,0.147,0.345
2024-12-19,GSW,Away,MEM,MEM,L,93,144,2,0.13,0.25,0.375
2024-12-15,GSW,Home,DAL,GSW,L,133,143,-1,0.07,0.163,0.234
2024-12-11,GSW,Away,HOU,HOU,L,90,91,3.5,0.12,0.143,0.263
2024-12-08,GSW,Home,MIN,GSW,W,114,106,-1.5,0.16,0.053,0.211
2024-12-06,GSW,Home,MIN,GSW,L,90,107,1.5,0.12,0.151,0.269
2024-12-05,GSW,Home,HOU,GSW,W,99,93,4.5,0.14,0.196,0.333
2024-12-03,GSW,Away,DEN,DEN,L,115,119,5,0.14,0.219,0.363
2024-11-30,GSW,Away,PHX,PHX,L,105,113,1,0.11,0.133,0.244
2024-11-27,GSW,Home,OKC,GSW,L,101,105,4,0.21,0.141,0.355
2024-11-25,GSW,Home,BKN,GSW,L,120,128,-13.5,0.20,0.131,0.335
2024-11-23,GSW,Away,SAS,SAS,L,94,104,-3.5,0.05,0.11,0.164
2024-11-22,GSW,Away,NOP,NOP,W,112,108,-10.5,0.14,0.163,0.304
2024-11-20,GSW,Home,ATL,GSW,W,120,97,-7,0.18,0.198,0.376
2024-11-18,GSW,Away,LAC,LAC,L,99,102,-5,0.20,0.167,0.363
2024-11-15,GSW,Home,MEM,GSW,W,123,118,-7,0.22,0.241,0.463
2024-11-12,GSW,Home,DAL,GSW,W,120,117,-2.5,0.19,0.204,0.398
2024-11-10,GSW,Away,OKC,OKC,W,127,116,6.5,0.14,0.153,0.296
2024-11-08,GSW,Away,CLE,CLE,L,117,136,3.5,0.11,0.161,0.27
2024-11-06,GSW,Away,BOS,BOS,W,118,112,7,0.14,0.105,0.24
2024-11-04,GSW,Away,WAS,WAS,W,125,112,-11,0.13,0.129,0.256
2024-11-02,GSW,Away,HOU,HOU,W,127,121,5,0.09,0.152,0.237
2024-10-30,GSW,Home,NOP,GSW,W,104,89,-3.5,0.14,0.217,0.36
2024-10-29,GSW,Home,NOP,GSW,W,124,106,1.5,0.18,0.156,0.334
2024-10-27,GSW,Home,LAC,GSW,L,104,112,-9,0.19,0.184,0.372
